[2026-04-15 23:17:54,655] numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-04-15 23:17:58,272] root - INFO - Entered the data ingestion method or component
[2026-04-15 23:17:58,298] root - INFO - Read the dataset as dataframe
[2026-04-15 23:17:58,304] root - INFO - Train test split initiated
[2026-04-15 23:17:58,324] root - INFO - Ingestion of the data is completed
[2026-04-15 23:17:58,348] root - INFO - Read train and test data completed
[2026-04-15 23:17:58,348] root - INFO - Obtaining preprocessing object
[2026-04-15 23:17:58,348] root - INFO - Data Transformation initiated
[2026-04-15 23:17:58,348] root - INFO - Numerical and Categorical pipeline created
[2026-04-15 23:17:58,356] root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[2026-04-15 23:17:58,385] root - INFO - Saved preprocessing object.
[2026-04-15 23:17:58,389] root - INFO - Split training and test input data
